Id,y
900,-39.108016870089578
901,-16.904025895362416
902,73.20177661418316
903,-6.6011712700347829
904,-1.8147055577497575
905,19.406969664839806
906,24.245172813135227
907,105.91704368655083
908,-2.648959737727445
909,42.060701069170349
910,40.740705077973246
911,46.371683810330495
912,10.691180791646286
913,30.17949739837514
914,109.91488608972139
915,16.721919971469092
916,76.942162455913248
917,-2.0508699286970895
918,70.390726185097904
919,90.341933650279188
920,9.1794945619926231
921,-17.920841188295576
922,12.093196225737692
923,134.4663036697074
924,11.442178751185523
925,91.377115800158833
926,95.221182848776124
927,5.3110790358545117
928,-5.5724414299547185
929,116.24891738219443
930,-8.7838698039599219
931,141.45391391030557
932,16.826560727987545
933,-48.910036251684062
934,137.14740168317161
935,95.092802659873527
936,15.983788981993307
937,20.637641950586499
938,-29.635440288878431
939,32.462882634793473
940,13.977470966227701
941,36.035310499881312
942,103.54739324247137
943,205.44450828790397
944,15.57130367609439
945,-21.893514336073004
946,86.719071768979589
947,134.73897889370033
948,26.844375330640442
949,46.220321830744687
950,92.239145129294059
951,121.9134455451716
952,134.81581928999572
953,66.236630317839243
954,7.8785472611363865
955,43.011196197904752
956,-14.567807651168252
957,48.253573157941844
958,-4.7140525813733989
959,-6.7611032893788865
960,-25.565535305689586
961,44.652866002876436
962,8.836479391851654
963,66.437113741132947
964,-23.166122532156628
965,-3.0072305248321349
966,47.343267209483152
967,15.299595284690319
968,77.319177531180316
969,13.229922717451336
970,-15.777791216278235
971,30.702522937301708
972,-67.97684768499127
973,104.58967632295679
974,-39.055285486832631
975,84.010424512354561
976,21.031244406888902
977,22.377839066667306
978,86.519367753027765
979,33.704543843506507
980,13.760383945337766
981,4.6121899764052348
982,-16.700930986297266
983,79.874422062779132
984,67.188966636465011
985,-32.988986830111926
986,32.918766360864048
987,47.988152126292803
988,81.577003279773947
989,15.81453768644257
990,56.980080849067967
991,24.983931595883895
992,18.350674922452686
993,27.704716504522775
994,20.841034477353372
995,-1.9499341019105145
996,36.053242016861503
997,-10.30515098832565
998,-14.941843497536318
999,77.75538965360667
1000,78.961477905136832
1001,-69.512691046926889
1002,115.67860376446502
1003,-20.181986583826252
1004,62.331099228694313
1005,54.231015508573535
1006,70.727205042280886
1007,13.194082568039292
1008,17.925892772061914
1009,60.642102554617281
1010,118.73104823434014
1011,101.11652168761093
1012,23.100896046600376
1013,11.057230174909005
1014,-18.996031978578046
1015,30.975790140847181
1016,87.084327901489203
1017,39.353690330547394
1018,-1.1711499179471421
1019,61.099788406264793
1020,-42.315876302429785
1021,70.482990647048396
1022,-7.7805677890671561
1023,64.665360692449184
1024,14.80987743500841
1025,33.102772382857395
1026,49.366970240811874
1027,42.057905581922668
1028,20.344451127773691
1029,44.128818990859131
1030,24.319519937110535
1031,14.50611953505874
1032,52.690902362790752
1033,101.30866389575763
1034,46.335639139189936
1035,-63.244105577065383
1036,10.190620048433647
1037,21.76199949587027
1038,8.6663072207464857
1039,91.598245516905394
1040,22.743381453302256
1041,23.200287538952079
1042,7.3851840464566347
1043,14.323342073279038
1044,74.54039397254644
1045,-62.592314784210089
1046,41.914375188019697
1047,124.53834798376599
1048,4.3190559468618268
1049,97.790034436423895
1050,71.384467156778427
1051,55.965591339013073
1052,15.666106490141788
1053,32.008455452833864
1054,140.9534944618955
1055,0.55388307469560161
1056,32.028480853650265
1057,1.2094938411141172
1058,26.602493987455617
1059,-66.78358468183967
1060,95.306523313482771
1061,-26.920883699244403
1062,66.175020339783742
1063,122.8665158077777
1064,27.842654854578392
1065,-19.679294074093306
1066,48.578010519778744
1067,36.05938935946476
1068,200.41164585060437
1069,4.8852698484451658
1070,52.672831280605763
1071,60.008707400274623
1072,14.866784920499796
1073,78.818752382037133
1074,-17.773503909461194
1075,-74.61982753427742
1076,-17.86866421845771
1077,-40.276378850168314
1078,38.596524605996535
1079,-13.784405050642489
1080,-1.5408149031896521
1081,83.470607816693231
1082,-4.2490087696908567
1083,-6.7015717037220917
1084,85.9565165996014
1085,22.624206209210648
1086,-55.363641888889276
1087,-2.6272485774400387
1088,8.4729889820316941
1089,54.714905800273613
1090,6.6955430566181882
1091,109.61171317931613
1092,12.004049718622754
1093,43.620947792812409
1094,58.025398703739739
1095,-86.297566572458962
1096,14.464647188446989
1097,-59.37233646330052
1098,25.09418152780961
1099,66.427020641165385
1100,119.86287929781176
1101,100.45798631004243
1102,88.919706561868765
1103,101.03665124857578
1104,4.8495051794141961
1105,84.604591493593503
