Id,y
45324,4
45325,3
45326,1
45327,3
45328,1
45329,0
45330,3
45331,3
45332,3
45333,1
45334,1
45335,1
45336,4
45337,1
45338,1
45339,1
45340,1
45341,3
45342,0
45343,1
45344,0
45345,4
45346,2
45347,2
45348,4
45349,3
45350,4
45351,4
45352,0
45353,4
45354,4
45355,2
45356,3
45357,2
45358,4
45359,4
45360,3
45361,0
45362,3
45363,4
45364,4
45365,3
45366,3
45367,2
45368,4
45369,3
45370,0
45371,0
45372,2
45373,4
45374,1
45375,2
45376,1
45377,1
45378,0
45379,4
45380,2
45381,0
45382,3
45383,4
45384,2
45385,0
45386,4
45387,0
45388,4
45389,0
45390,3
45391,3
45392,1
45393,0
45394,0
45395,0
45396,1
45397,3
45398,4
45399,3
45400,3
45401,3
45402,2
45403,4
45404,1
45405,1
45406,1
45407,0
45408,3
45409,1
45410,2
45411,1
45412,4
45413,2
45414,1
45415,0
45416,0
45417,4
45418,2
45419,3
45420,2
45421,1
45422,1
45423,1
45424,2
45425,1
45426,3
45427,0
45428,4
45429,0
45430,0
45431,1
45432,4
45433,2
45434,2
45435,2
45436,4
45437,2
45438,2
45439,3
45440,1
45441,4
45442,0
45443,1
45444,0
45445,1
45446,1
45447,2
45448,4
45449,2
45450,1
45451,1
45452,2
45453,4
45454,4
45455,4
45456,0
45457,3
45458,1
45459,4
45460,2
45461,2
45462,2
45463,1
45464,0
45465,1
45466,2
45467,0
45468,1
45469,1
45470,2
45471,1
45472,0
45473,0
45474,1
45475,3
45476,0
45477,3
45478,3
45479,4
45480,1
45481,4
45482,0
45483,0
45484,3
45485,2
45486,3
45487,0
45488,2
45489,1
45490,2
45491,4
45492,0
45493,0
45494,3
45495,1
45496,4
45497,4
45498,4
45499,1
45500,4
45501,1
45502,4
45503,4
45504,2
45505,0
45506,3
45507,0
45508,1
45509,2
45510,4
45511,1
45512,3
45513,1
45514,4
45515,3
45516,3
45517,2
45518,0
45519,1
45520,4
45521,1
45522,4
45523,2
45524,1
45525,3
45526,3
45527,1
45528,3
45529,1
45530,1
45531,1
45532,2
45533,1
45534,2
45535,1
45536,1
45537,4
45538,1
45539,4
45540,4
45541,0
45542,2
45543,0
45544,3
45545,2
