Id,y
10000,-66.002423490231351
10001,451.40650440115496
10002,-461.67641706029917
10003,40.501208753723084
10004,-126.74472245403695
10005,-342.53455181925102
10006,-396.55554211358918
10007,335.54127907908742
10008,-99.512420870623487
10009,304.81253980627594
10010,68.894530489785438
10011,412.36919545590706
10012,54.942371024768043
10013,-17.00555075477978
10014,-597.84995757226113
10015,443.50228878641491
10016,144.77448697804351
10017,-57.41116367253651
10018,134.38782757746054
10019,-108.98377598910865
10020,153.82482842506695
10021,611.73598360220228
10022,588.38965033842192
10023,-131.01679995801982
10024,-61.135621141229514
10025,-374.24849531697265
10026,74.157993079654062
10027,137.4383787361044
10028,420.08661179679046
10029,196.76562571344274
10030,268.44284980053163
10031,638.47491025110889
10032,127.37873138691971
10033,1.3491187583999646
10034,22.710453177407988
10035,342.23953452256467
10036,307.70396697417192
10037,348.1382087009398
10038,-168.6528613073543
10039,-20.221130904617226
10040,-551.74992757311145
10041,-429.97180406674016
10042,261.89195870674399
10043,389.82042612922129
10044,-96.165622273565532
10045,-210.71080125632415
10046,278.8818687840112
10047,-427.45330103104914
10048,-172.90325291756716
10049,467.26437835578582
10050,-631.55873558743883
10051,-355.53165933817854
10052,143.17327553860383
10053,69.199202598942094
10054,275.58827397672542
10055,-263.18861220410236
10056,167.49830723241254
10057,104.57789589014257
10058,230.07008661007549
10059,20.988026644576507
10060,-4.8225812625016031
10061,-201.92294081063733
10062,560.06392656576998
10063,55.28847625244903
10064,671.30157469183473
10065,-493.74873828522851
10066,-279.35303673259205
10067,-53.712527613147998
10068,379.69819550097543
10069,315.0714108579815
10070,169.1300173261431
10071,-271.59930326901139
10072,783.80222267503416
10073,44.577311515548494
10074,57.406780054577403
10075,-161.07827414306797
10076,-220.66957847885737
10077,223.24129442929171
10078,352.66559554375419
10079,13.163291366265593
10080,-461.99414698573054
10081,305.37214669142338
10082,-230.59656173861123
10083,359.07444324254396
10084,-430.26056337592144
10085,-115.54882205546191
10086,-88.960063878673751
10087,-488.29018980804187
10088,-139.35033854713527
10089,57.338808108526813
10090,-190.33624272166426
10091,-6.5080929148245676
10092,189.29107774701833
10093,346.60367818565527
10094,871.6273206485896
10095,-147.01353738653847
10096,443.48993777942979
10097,-30.498432974436952
10098,185.46345753445937
10099,-119.917171517328
10100,43.575238001807293
10101,58.318571552244386
10102,-197.15246829839762
10103,-70.471606788412203
10104,-342.84605328866769
10105,-29.233589873717005
10106,49.522929296103598
10107,-16.246144137913141
10108,33.77506926160688
10109,-68.883077483241351
10110,25.863399493696853
10111,-617.31428427169544
10112,-185.90441301194892
10113,323.78310610938632
10114,-35.662195722127926
10115,-733.52977116138368
10116,-240.73856264736105
10117,-381.9731466242489
10118,75.319944621695029
10119,36.610326459117822
10120,-28.756270225023105
10121,-481.16062796858807
10122,408.85023042298866
10123,-765.02174719916343
10124,178.0726965163704
10125,-7.6498793856732732
10126,134.79684623375925
10127,-477.45851421287017
10128,-248.70625301323599
10129,-361.88465722386371
10130,-18.75561174855418
10131,7.7956043744346744
10132,-109.10598972538364
10133,-63.073745242194299
10134,591.82318373491569
10135,259.61263369662777
10136,-279.86583200876754
10137,93.2253594005184
